"global_id","entity_id","content_type","content_title","content_topic","portal_name"
"391","394","article","Making Changes to your Routine","Intellectual and Developmental Disabilities: Create a Daily Routine","kern"
"378","381","article","Make Skin Care Easier and Promote Independence","Intellectual and Developmental Disabilities: Care Tasks in the Bathroom","kern"
"377","380","article","Providing Hands-On Help with Skin Care","Intellectual and Developmental Disabilities: Care Tasks in the Bathroom","kern"
"254","254","article","Managing Pain in Older Adults",NULL,"minnesota"
"391","388","article","Making Changes to your Routine","Intellectual and Developmental Disabilities: Create a Daily Routine","washington"
"404","218","article","Start Here: Elder Helpline","Local Resources","uf"
"401","396","article","Communication Changes with Teepa Snow",NULL,"seniorresources"
"285","276","article","Sexuality and Dementia",NULL,"demo"
"236","236","elearn","Pressure Injuries","Safety & Injury Prevention","kern"
"257","257","article","Urinary Tract Infections: A Guide For Families","Safety & Injury Prevention","kern"
"288","288","article","Elder Abuse","Safety & Injury Prevention","kern"
"377","387","article","Providing Hands-On Help with Skin Care","Intellectual and Developmental Disabilities: Care Tasks in the Bathroom","northcarolina"
"378","388","article","Make Skin Care Easier and Promote Independence","Intellectual and Developmental Disabilities: Care Tasks in the Bathroom","northcarolina"
"379","389","article","Bathing","Intellectual and Developmental Disabilities: Care Tasks in the Bathroom","northcarolina"
"380","390","article","Provide Hands-On Help with Bathing","Intellectual and Developmental Disabilities: Care Tasks in the Bathroom","northcarolina"
"381","391","article","Make Bathing Easier and Promote Independence","Intellectual and Developmental Disabilities: Care Tasks in the Bathroom","northcarolina"
"383","393","article","Provide Hands-On Help with Oral Care","Intellectual and Developmental Disabilities: Care Tasks in the Bathroom","northcarolina"
"384","394","article","Simplify Oral Care and Promote Independence","Intellectual and Developmental Disabilities: Care Tasks in the Bathroom","northcarolina"
"236","236","elearn","Pressure Injuries","Safety & Injury Prevention","rivaaa"
"282","282","article","Caregiver Guilt","Caregiver Wellness","rivaaa"
"20","20","video","Teepa Snow: Dementia Care Provisions","Dementia Expert","rivaaa"
"273","273","article","Reducing Medication Risks","Safety & Injury Prevention","kern"
"252","252","article","Delirium: Signs and Symptoms","Safety & Injury Prevention","kern"
"327","327","article","Outdoor Activities to Enjoy Together","Activities & Recreation","kern"
"317","317","article","Living with a Purpose: Involving Your Loved One with Daily Tasks","Activities & Recreation","kern"
"316","316","video","Keeping Hands and Minds Busy: Baskets and Other Rummaging Inspiration","Activities & Recreation","kern"
"308","308","article","Sensory Stimulation: Using the 5 Senses to Create Meaningful Moments","Activities & Recreation","kern"
"338","338","video","Gratitude for Wellness","Featured Content","kern"
"345","345","article","Diabetes Family Management and Care Partnership","Diabetes Care","kern"
"344","344","article","Diabetes: Effects on Health and Wellbeing","Diabetes Care","kern"
"343","343","article","Diabetes Overview","Diabetes Care","kern"
"287","287","audio","Alz Music - Country","Music Therapy","kern"
"286","286","audio","Alz Music - Vocal Standards","Music Therapy","kern"
"247","247","audio","Big Band Medley","Music Therapy","kern"
"401","387","article","Communication Changes with Teepa Snow",NULL,"sarpc"
"294","294","article","The Art of Caregiving","Dementia Expert","kern"
"283","283","video","Kitchen Safety with Mid-stage Dementia","Dementia Expert","kern"
"382","385","article","Oral Care","Intellectual and Developmental Disabilities: Care Tasks in the Bathroom","kern"
"383","386","article","Provide Hands-On Help with Oral Care","Intellectual and Developmental Disabilities: Care Tasks in the Bathroom","kern"
"384","387","article","Simplify Oral Care and Promote Independence","Intellectual and Developmental Disabilities: Care Tasks in the Bathroom","kern"
"351","351","article","Stages of Grief","Grief and Loss","kern"
"350","350","article","Preparing for Loss","Grief and Loss","kern"
"352","352","article","Coping with Loss","Grief and Loss","kern"
"329","329","article","Trauma-Informed Care","Grandparents Supporting Grandchildren","kern"
"328","328","article","Creating a Stable Routine","Grandparents Supporting Grandchildren","kern"
"330","330","article","Screen Time","Grandparents Supporting Grandchildren","kern"
"282","282","article","Caregiver Guilt","Caregiver Wellness","kern"
"291","291","article","Energy Conservation","Caregiver Wellness","kern"
"290","290","video","Finding Strength through Difficult Changes","Caregiver Wellness","kern"
"292","292","article","Reducing Social Isolation with Technology","Caregiver Wellness","kern"
"322","322","article","Reframing Negative Thoughts","Caregiver Wellness","kern"
"323","323","article","Assert Yourself and Ask for Help!","Caregiver Wellness","kern"
"326","326","article","Caregiving Anger and Frustration","Caregiver Wellness","kern"
"310","310","article","Effective Self-Care","Caregiver Wellness","kern"
"301","301","article","Emotional Recovery","Stroke Recovery","kern"
"305","305","article","Communication","Stroke Recovery","kern"
"306","306","article","Cognition","Stroke Recovery","kern"
"304","304","article","Perception","Stroke Recovery","kern"
"303","303","article","Secondary Prevention","Stroke Recovery","kern"
"211","211","article","Showering","Personal Care","kern"
"253","253","article","Oral Care for Older Adults","Personal Care","kern"
"272","272","article","Managing Medications at Home","Personal Care","kern"
"354","354","article","Understanding Behavior Change","Brain Health","kern"
"243","243","article","Delirium, Depression, and Apathy","Brain Health","kern"
"355","355","article","Verbal and Physical Aggression","Brain Health","kern"
"284","284","article","Communication and Dementia","Brain Health","kern"
"285","285","article","Sexuality and Dementia","Brain Health","kern"
"318","318","article","Hallucinations and Brain Changes","Brain Health","kern"
"290","290","video","Finding Strength through Difficult Changes","Caregiver Wellness","tcoa"
"257","257","article","Urinary Tract Infections: A Guide For Families",NULL,"demo"
"273","273","article","Reducing Medication Risks",NULL,"demo"
"314","311","article","Surgery: Cognitive and Memory Changes",NULL,"demo"
"395","426","article","Recognizing Anxiety","Intellectual and Developmental Disabilities: Physical and Mental Wellness","minnesota"
"248","248","article","Temporary Relief for the Family Caregiver",NULL,"ccsn"
"290","290","video","Finding Strength through Difficult Changes","Caregiver Wellness","rivaaa"
"336","336","article","Balancing Work and Caregiving","Caregiver Wellness","rivaaa"
"335","335","article","Brain Boost Exercises","Activities & Recreation","rivaaa"
"249","249","article","Asking the Right Questions",NULL,"minnesota"
"343","343","article","Diabetes Overview","Diabetes Care","rivaaa"
"357","357","article","Wandering",NULL,"kern"
"400","383","elearn","Try It Out: Responding to Repetition","Brain Health","ccsn"
"214","214","article","Introduction to Aging and Dementia","Brain Health","scadc"
"354","354","article","Understanding Behavior Change","Brain Health","scadc"
"285","285","article","Sexuality and Dementia","Brain Health","scadc"
"315","315","article","Advance Care Planning",NULL,"rivaaa"
"351","351","article","Stages of Grief","Grief and Loss","rivaaa"
"322","322","article","Reframing Negative Thoughts","Caregiver Wellness","rivaaa"
"287","287","audio","Alz Music - Country","Music Therapy","rivaaa"
"286","286","audio","Alz Music - Vocal Standards","Music Therapy","rivaaa"
"247","247","audio","Big Band Medley","Music Therapy","rivaaa"
"348","348","audio","Calming Songs for Caregivers","Featured Content","rivaaa"
"197","197","article","Care Chat: Driving & Dementia","Dementia Expert","rivaaa"
"349","349","article","Teepa Snow: Normal, Not Normal","Featured Content","rivaaa"
"260","260","video","Challenging Situations in the Home","Dementia Expert","rivaaa"
"746","395","article","San Joaquin County Adult Protective Services (APS)","San Joaquin Resources","sjgov"
"308","308","article","Sensory Stimulation: Using the 5 Senses to Create Meaningful Moments","Activities & Recreation","rivaaa"
"354","354","article","Understanding Behavior Change","Brain Health","rivaaa"
"392","400","article","Reducing Social Isolation","Intellectual and Developmental Disabilities: Physical and Mental Wellness","coaaa"
"393","401","article","Starting to Exercise","Intellectual and Developmental Disabilities: Physical and Mental Wellness","coaaa"
"394","402","article","Responding to Aggression","Intellectual and Developmental Disabilities: Physical and Mental Wellness","coaaa"
"395","403","article","Recognizing Anxiety","Intellectual and Developmental Disabilities: Physical and Mental Wellness","coaaa"
"400","386","elearn","Try It Out: Responding to Repetition","Brain Health","sarpc"
"315","315","article","Advance Care Planning",NULL,"kern"
"248","248","article","Temporary Relief for the Family Caregiver",NULL,"kern"
"339","339","article","Downsizing Holiday Obligations",NULL,"kern"
"333","333","article","Sibling Conflict and Caregiving Roles",NULL,"kern"
"323","323","article","Assert Yourself and Ask for Help!","Caregiver Wellness","minnesota"
"400","395","elearn","Try It Out: Responding to Repetition","Brain Health","tcoa"
"253","253","article","Oral Care for Older Adults","Personal Care","phoenix"
"272","272","article","Managing Medications at Home","Personal Care","phoenix"
"312","312","article","Hoarding and Hiding",NULL,"washington"
"323","323","article","Assert Yourself and Ask for Help!","Caregiver Wellness","caac"
"326","326","article","Caregiving Anger and Frustration","Caregiver Wellness","caac"
"380","369","article","Provide Hands-On Help with Bathing","Intellectual and Developmental Disabilities: Care Tasks in the Bathroom","phoenix"
"379","368","article","Bathing","Intellectual and Developmental Disabilities: Care Tasks in the Bathroom","phoenix"
"400","403","elearn","Try It Out: Responding to Repetition","Brain Health","seagoaaa"
"287","287","audio","Alz Music - Country","Music Therapy","ventura"
"286","286","audio","Alz Music - Vocal Standards","Music Therapy","ventura"
"247","247","audio","Big Band Medley","Music Therapy","ventura"
"282","282","article","Caregiver Guilt","Caregiver Wellness","uwca"
"53","53","elearn","Moving & Transferring",NULL,"uwca"
"326","326","article","Caregiving Anger and Frustration","Caregiver Wellness","uwca"
"343","351","article","Diabetes Overview","Diabetes Care","caac"
"301","301","article","Emotional Recovery","Stroke Recovery","sarpc"
"344","352","article","Diabetes: Effects on Health and Wellbeing","Diabetes Care","caac"
"338","338","video","Gratitude for Wellness","Featured Content","phoenix"
"385","385","article","Sleep","Intellectual and Developmental Disabilities: Care Tasks in the Bedroom","seagoaaa"
"401","398","article","Communication Changes with Teepa Snow",NULL,"pgcsc"
"331","331","article","Relax and Unwind Together","Activities & Recreation","pgcsc"
"334","334","video","Good Morning Stretches","Activities & Recreation","pgcsc"
"327","327","article","Outdoor Activities to Enjoy Together","Activities & Recreation","pgcsc"
"317","317","article","Living with a Purpose: Involving Your Loved One with Daily Tasks","Activities & Recreation","pgcsc"
"316","316","video","Keeping Hands and Minds Busy: Baskets and Other Rummaging Inspiration","Activities & Recreation","pgcsc"
"308","308","article","Sensory Stimulation: Using the 5 Senses to Create Meaningful Moments","Activities & Recreation","pgcsc"
"335","335","article","Brain Boost Exercises","Activities & Recreation","pgcsc"
"387","376","article","Dressing","Intellectual and Developmental Disabilities: Care Tasks in the Bedroom","phoenix"
"822","385","elearn","Mind, Body, and Soil - Therapeutic Gardening Virtual Series",NULL,"ccsn"
"822","385","elearn","Mind, Body, and Soil - Therapeutic Gardening Virtual Series","Local Resources","ccsn"
"396","393","article","Helping Your Loved One Manage Anxiety","Intellectual and Developmental Disabilities: Physical and Mental Wellness","sourcewise"
"392","393","article","Reducing Social Isolation","Intellectual and Developmental Disabilities: Physical and Mental Wellness","wellwise"
"352","351","article","Coping with Loss","Grief and Loss","newyork"
"344","342","article","Diabetes: Effects on Health and Wellbeing","Diabetes Care","newyork"
"396","393","article","Helping Your Loved One Manage Anxiety","Intellectual and Developmental Disabilities: Physical and Mental Wellness","washington"
"375","370","elearn","Emergency Planning Workbook","Featured Content","seniorresources"
"214","214","article","Introduction to Aging and Dementia","Brain Health","rivaaa"
"243","243","article","Delirium, Depression, and Apathy","Brain Health","rivaaa"
"390","379","article","Creating a Good Routine","Intellectual and Developmental Disabilities: Create a Daily Routine","phoenix"
"353","353","article","Agitation and Anxiety","Brain Health","rivaaa"
"284","284","article","Communication and Dementia","Brain Health","rivaaa"
"285","285","article","Sexuality and Dementia","Brain Health","rivaaa"
"293","293","article","Build Relationships with Reminiscence","Brain Health","rivaaa"
"318","318","article","Hallucinations and Brain Changes","Brain Health","rivaaa"
"400","394","elearn","Try It Out: Responding to Repetition","Brain Health","rivaaa"
"352","360","article","Coping with Loss","Grief and Loss","seniorresources"
"357","268","article","Wandering","Brain Health","aacog"
"357","268","article","Wandering","Brain Health","seagoaaa"
"355","270","article","Verbal and Physical Aggression",NULL,"aacog"
"354","269","article","Understanding Behavior Change","Brain Health","aacog"
"401","401","article","Communication Changes with Teepa Snow","Brain Health","esmv"
"401","393","article","Communication Changes with Teepa Snow",NULL,"newyork"
"188","418","article","Choosing the Right Products when Assisting in the Bathroom","Personal Care","demo"
"72","72","elearn","Power of Attorney (US)",NULL,"rivaaa"
"290","420","video","Finding Strength through Difficult Changes","Caregiver Wellness","demo"
"401","404","article","Communication Changes with Teepa Snow","Brain Health","aacog"
"353","265","article","Agitation and Anxiety","Brain Health","seagoaaa"
"354","269","article","Understanding Behavior Change","Brain Health","sjgov"
"357","268","article","Wandering","Brain Health","wellwise"
"320","320","article","Home Safety: Fall Hazards","Safety & Injury Prevention","cobb"
"299","299","article","Bathroom Safety","Safety & Injury Prevention","cobb"
"192","192","article","Fall Prevention at Home",NULL,"cobb"
"251","251","article","Helping with Daily Tasks around the Home",NULL,"cobb"
"328","328","article","Creating a Stable Routine","Grandparents Supporting Grandchildren","cobb"
"336","336","article","Balancing Work and Caregiving","Caregiver Wellness","cobb"
"288","288","article","Elder Abuse","Safety & Injury Prevention","cobb"
"401","380","article","Communication Changes with Teepa Snow","Brain Health","smpdd"
"353","353","article","Agitation and Anxiety","Brain Health","kern"
"357","357","article","Wandering","Brain Health","kern"
"401","404","article","Communication Changes with Teepa Snow","Brain Health","kern"
"376","370","article","Skin Care","Intellectual and Developmental Disabilities: Care Tasks in the Bathroom","tcoa"
"377","371","article","Providing Hands-On Help with Skin Care","Intellectual and Developmental Disabilities: Care Tasks in the Bathroom","tcoa"
"357","268","article","Wandering","Brain Health","phoenix"
"374","395","article","Care Companions",NULL,"uwca"
"302","367","article","Movement, Fatigue & Pain","Stroke Recovery","uf"
"304","369","article","Perception","Stroke Recovery","uf"
"401","390","article","Communication Changes with Teepa Snow","Brain Health","phoenix"
"188","385","article","Choosing the Right Products when Assisting in the Bathroom","Personal Care","dayton"
"315","386","article","Advance Care Planning",NULL,"dayton"
"381","378","article","Make Bathing Easier and Promote Independence","Intellectual and Developmental Disabilities: Care Tasks in the Bathroom","washington"
"380","377","article","Provide Hands-On Help with Bathing","Intellectual and Developmental Disabilities: Care Tasks in the Bathroom","washington"
"195","195","article","Transitioning from Hospital to Home","Safety & Injury Prevention","dayton"
"355","270","article","Verbal and Physical Aggression","Brain Health","northcarolina"
"357","268","article","Wandering","Brain Health","northcarolina"
"401","415","article","Communication Changes with Teepa Snow","Brain Health","northcarolina"
"354","269","article","Understanding Behavior Change","Brain Health","northcarolina"
"264","264","article","Financial Safety",NULL,"cobb"
"353","265","article","Agitation and Anxiety","Brain Health","minnesota"
"357","268","article","Wandering","Brain Health","minnesota"
"272","272","article","Managing Medications at Home","Personal Care","minnesota"
"385","379","article","Sleep","Intellectual and Developmental Disabilities: Care Tasks in the Bedroom","kansas"
"367","366","video","Webinar with Teepa Snow: Creative and Practical Tips","Dementia Expert","wellwise"
"256","256","article","Sleep and Dementia",NULL,"sourcewise"
"357","268","article","Wandering","Brain Health","sourcewise"
"251","251","article","Helping with Daily Tasks around the Home",NULL,"sourcewise"
"354","269","article","Understanding Behavior Change","Brain Health","seagoaaa"
"355","270","article","Verbal and Physical Aggression","Brain Health","seagoaaa"
"354","354","article","Understanding Behavior Change","Brain Health","kansas"
"392","388","article","Reducing Social Isolation","Intellectual and Developmental Disabilities: Physical and Mental Wellness","nekcoa"
"393","389","article","Starting to Exercise","Intellectual and Developmental Disabilities: Physical and Mental Wellness","nekcoa"
"394","390","article","Responding to Aggression","Intellectual and Developmental Disabilities: Physical and Mental Wellness","nekcoa"
"395","391","article","Recognizing Anxiety","Intellectual and Developmental Disabilities: Physical and Mental Wellness","nekcoa"
"353","353","article","Agitation and Anxiety","Brain Health","kansas"
"397","393","article","Providing Trauma-Informed Care","Intellectual and Developmental Disabilities: Physical and Mental Wellness","nekcoa"
"399","395","article","Providing Support for Mental Illness","Intellectual and Developmental Disabilities: Physical and Mental Wellness","nekcoa"
"385","377","article","Sleep","Intellectual and Developmental Disabilities: Care Tasks in the Bedroom","newyork"
"386","378","article","How to Help Your Loved One with Sleep","Intellectual and Developmental Disabilities: Care Tasks in the Bedroom","newyork"
"387","379","article","Dressing","Intellectual and Developmental Disabilities: Care Tasks in the Bedroom","newyork"
"388","380","article","How to Help with Dressing","Intellectual and Developmental Disabilities: Care Tasks in the Bedroom","newyork"
"252","252","article","Delirium: Signs and Symptoms","Safety & Injury Prevention","nekcoa"
"355","355","article","Verbal and Physical Aggression","Brain Health","nekcoa"
"357","357","article","Wandering","Brain Health","nekcoa"
"401","397","article","Communication Changes with Teepa Snow","Brain Health","nekcoa"
"376","368","article","Skin Care","Intellectual and Developmental Disabilities: Care Tasks in the Bathroom","newyork"
"377","369","article","Providing Hands-On Help with Skin Care","Intellectual and Developmental Disabilities: Care Tasks in the Bathroom","newyork"
"355","355","article","Verbal and Physical Aggression","Brain Health","tcoa"
"334","334","video","Good Morning Stretches","Activities & Recreation","coast"
"285","285","article","Sexuality and Dementia","Brain Health","coast"
"322","322","article","Reframing Negative Thoughts","Caregiver Wellness","coast"
"297","297","article","Healthy Joints",NULL,"coast"
"303","303","article","Secondary Prevention","Stroke Recovery","coast"
"273","273","article","Reducing Medication Risks","Safety & Injury Prevention","coast"
"357","357","article","Wandering",NULL,"coast"
"301","403","article","Emotional Recovery","Stroke Recovery","wellwise"
"305","404","article","Communication","Stroke Recovery","wellwise"
"401","402","article","Communication Changes with Teepa Snow","Brain Health","wellwise"
"390","372","article","Creating a Good Routine","Intellectual and Developmental Disabilities: Create a Daily Routine","ccsn"
"290","387","video","Finding Strength through Difficult Changes","Caregiver Wellness","ccsn"
"391","373","article","Making Changes to your Routine","Intellectual and Developmental Disabilities: Create a Daily Routine","ccsn"
"95","95","video","Teepa Snow: PAC Skills Make the Difference","Dementia Expert","rivaaa"
"390","401","article","Creating a Good Routine","Intellectual and Developmental Disabilities: Create a Daily Routine","caac"
"353","265","article","Agitation and Anxiety","Brain Health","northcarolina"
"355","355","article","Verbal and Physical Aggression","Brain Health","kansas"
"320","392","article","Home Safety: Fall Hazards","Safety & Injury Prevention","wisconsin"
"315","391","article","Advance Care Planning",NULL,"wisconsin"
"323","394","article","Assert Yourself and Ask for Help!","Caregiver Wellness","wisconsin"
"294","294","article","The Art of Caregiving","Dementia Expert","rivaaa"
"355","270","article","Verbal and Physical Aggression","Brain Health","sjgov"
"357","357","article","Wandering","Brain Health","kansas"
"357","268","article","Wandering","Brain Health","sjgov"
"397","391","article","Providing Trauma-Informed Care","Intellectual and Developmental Disabilities: Physical and Mental Wellness","kansas"
"401","394","article","Communication Changes with Teepa Snow","Brain Health","sjgov"
"401","398","article","Communication Changes with Teepa Snow","Brain Health","washington"
"401","363","article","Communication Changes with Teepa Snow","Brain Health","uf"
"256","364","article","Sleep and Dementia",NULL,"uf"
"392","386","article","Reducing Social Isolation","Intellectual and Developmental Disabilities: Physical and Mental Wellness","kansas"
"401","387","article","Communication Changes with Teepa Snow","Brain Health","sarpc"
"332","332","article","Latest Research on Exercise and Brain Health",NULL,"rivaaa"
"355","270","article","Verbal and Physical Aggression","Brain Health","minnesota"
"401","384","article","Communication Changes with Teepa Snow","Brain Health","dayton"
"400","395","elearn","Try It Out: Responding to Repetition","Brain Health","seniorresources"
"355","270","article","Verbal and Physical Aggression","Brain Health","wisconsin"
"353","265","article","Agitation and Anxiety","Brain Health","ccsn"
"195","195","article","Transitioning from Hospital to Home","Safety & Injury Prevention","northcarolina"
"379","373","article","Bathing","Intellectual and Developmental Disabilities: Care Tasks in the Bathroom","rivaaa"
"195","195","article","Transitioning from Hospital to Home","Safety & Injury Prevention","kern"
"357","357","article","Wandering","Brain Health","rivaaa"
"392","386","article","Reducing Social Isolation","Intellectual and Developmental Disabilities: Physical and Mental Wellness","rivaaa"
"334","334","video","Good Morning Stretches","Activities & Recreation","rivaaa"
"367","370","video","Webinar with Teepa Snow: Creative and Practical Tips","Dementia Expert","kern"
"306","306","article","Cognition","Stroke Recovery","trident"
"304","304","article","Perception","Stroke Recovery","trident"
"302","302","article","Movement, Fatigue & Pain","Stroke Recovery","trident"
"303","303","article","Secondary Prevention","Stroke Recovery","trident"
"331","331","article","Relax and Unwind Together","Activities & Recreation","trident"
"334","334","video","Good Morning Stretches","Activities & Recreation","trident"
"327","327","article","Outdoor Activities to Enjoy Together","Activities & Recreation","trident"
"317","317","article","Living with a Purpose: Involving Your Loved One with Daily Tasks","Activities & Recreation","trident"
"316","316","video","Keeping Hands and Minds Busy: Baskets and Other Rummaging Inspiration","Activities & Recreation","trident"
"308","308","article","Sensory Stimulation: Using the 5 Senses to Create Meaningful Moments","Activities & Recreation","trident"
"247","247","audio","Big Band Medley","Music Therapy","trident"
"283","283","video","Kitchen Safety with Mid-stage Dementia","Dementia Expert","trident"
"315","389","article","Advance Care Planning",NULL,"ccsn"
"796","398","elearn","Guide to Senior Services: Adams County","West Central Illinois Resources","wciaaa"
"802","404","elearn","Medicare 101: What You Need to Know","West Central Illinois Resources","wciaaa"
"376","370","article","Skin Care","Intellectual and Developmental Disabilities: Care Tasks in the Bathroom","wciaaa"
"377","371","article","Providing Hands-On Help with Skin Care","Intellectual and Developmental Disabilities: Care Tasks in the Bathroom","wciaaa"
"382","376","article","Oral Care","Intellectual and Developmental Disabilities: Care Tasks in the Bathroom","wciaaa"
"379","373","article","Bathing","Intellectual and Developmental Disabilities: Care Tasks in the Bathroom","wciaaa"
"329","329","article","Trauma-Informed Care","Grandparents Supporting Grandchildren","wciaaa"
"401","435","article","Communication Changes with Teepa Snow","Brain Health","minnesota"
"353","265","article","Agitation and Anxiety","Brain Health","wellwise"
"393","394","article","Starting to Exercise","Intellectual and Developmental Disabilities: Physical and Mental Wellness","wellwise"
"394","395","article","Responding to Aggression","Intellectual and Developmental Disabilities: Physical and Mental Wellness","wellwise"
"282","282","article","Caregiver Guilt","Caregiver Wellness","tcoa"
"401","396","article","Communication Changes with Teepa Snow","Brain Health","tcoa"
"374","363","article","Care Companions",NULL,"tcoa"
"395","396","article","Recognizing Anxiety","Intellectual and Developmental Disabilities: Physical and Mental Wellness","wellwise"
"396","397","article","Helping Your Loved One Manage Anxiety","Intellectual and Developmental Disabilities: Physical and Mental Wellness","wellwise"
"397","398","article","Providing Trauma-Informed Care","Intellectual and Developmental Disabilities: Physical and Mental Wellness","wellwise"
"376","365","article","Skin Care","Intellectual and Developmental Disabilities: Care Tasks in the Bathroom","phoenix"
"377","366","article","Providing Hands-On Help with Skin Care","Intellectual and Developmental Disabilities: Care Tasks in the Bathroom","phoenix"
"378","367","article","Make Skin Care Easier and Promote Independence","Intellectual and Developmental Disabilities: Care Tasks in the Bathroom","phoenix"
"374","377","article","Care Companions",NULL,"kern"
"192","192","article","Fall Prevention at Home",NULL,"wacog"
"354","269","article","Understanding Behavior Change","Brain Health","wisconsin"
"357","268","article","Wandering","Brain Health","wisconsin"
"401","389","article","Communication Changes with Teepa Snow","Brain Health","wisconsin"
"370","384","story","One Fall Away",NULL,"demo"
"354","269","article","Understanding Behavior Change","Brain Health","seniorresources"
"368","386","story","Family Issues",NULL,"demo"
"369","381","story","Getting a Diagnosis",NULL,"demo"
"371","385","story","Contingency Plans",NULL,"demo"
"373","382","story","Forgetting Us",NULL,"demo"
"372","383","story","I Lie Because I Love Her",NULL,"demo"
"353","265","article","Agitation and Anxiety","Brain Health","seniorresources"
"188","390","article","Choosing the Right Products when Assisting in the Bathroom","Personal Care","wisconsin"
"321","393","article","Home Safety: Dementia and Injury Prevention",NULL,"wisconsin"
"353","265","article","Agitation and Anxiety","Brain Health","wisconsin"
"401","400","article","Communication Changes with Teepa Snow","Brain Health","wacog"
"400","399","elearn","Try It Out: Responding to Repetition","Brain Health","wacog"
"188","386","article","Choosing the Right Products when Assisting in the Bathroom","Personal Care","ccsn"
"357","268","article","Wandering","Brain Health","esmv"
"353","265","article","Agitation and Anxiety","Brain Health","esmv"
"397","397","article","Providing Trauma-Informed Care","Intellectual and Developmental Disabilities: Physical and Mental Wellness","esmv"
"395","395","article","Recognizing Anxiety","Intellectual and Developmental Disabilities: Physical and Mental Wellness","esmv"
"394","394","article","Responding to Aggression","Intellectual and Developmental Disabilities: Physical and Mental Wellness","esmv"
"393","393","article","Starting to Exercise","Intellectual and Developmental Disabilities: Physical and Mental Wellness","esmv"
"357","357","article","Wandering","Brain Health","tcoa"
"367","360","video","Webinar with Teepa Snow: Creative and Practical Tips","Dementia Expert","sjgov"
"321","321","article","Home Safety: Dementia and Injury Prevention",NULL,"kern"
"246","246","article","Eating and Appetite Concerns",NULL,"kern"
"297","297","article","Healthy Joints",NULL,"kern"
"401","396","article","Communication Changes with Teepa Snow","Brain Health","seniorresources"
"401","404","article","Communication Changes with Teepa Snow","Brain Health","seagoaaa"
"357","268","article","Wandering","Brain Health","caac"
"399","402","article","Providing Support for Mental Illness","Intellectual and Developmental Disabilities: Physical and Mental Wellness","aacog"
"397","400","article","Providing Trauma-Informed Care","Intellectual and Developmental Disabilities: Physical and Mental Wellness","aacog"
"395","398","article","Recognizing Anxiety","Intellectual and Developmental Disabilities: Physical and Mental Wellness","aacog"
"354","269","article","Understanding Behavior Change","Brain Health","esmv"
"322","387","article","Reframing Negative Thoughts","Caregiver Wellness","dayton"
"357","357","article","Wandering",NULL,"wciaaa"
"386","397","article","How to Help Your Loved One with Sleep","Intellectual and Developmental Disabilities: Care Tasks in the Bedroom","caac"
"357","357","article","Wandering","Brain Health","wacog"
"305","305","article","Communication","Stroke Recovery","seniorresources"
"295","295","article","Healthy Bones",NULL,"sjgov"
"374","368","article","Care Companions",NULL,"ventura"
"371","357","story","Contingency Plans",NULL,"sarpc"
"368","364","story","Family Issues",NULL,"washington"
"688","360","article","Welcome to Johnson County Aging and Human Services!","Region IV Resources","rivaaa"
"355","270","article","Verbal and Physical Aggression",NULL,"caac"
"354","269","article","Understanding Behavior Change","Brain Health","caac"
"353","265","article","Agitation and Anxiety","Brain Health","caac"
"388","399","article","How to Help with Dressing","Intellectual and Developmental Disabilities: Care Tasks in the Bedroom","caac"
"355","270","article","Verbal and Physical Aggression","Brain Health","seniorresources"
"291","291","article","Energy Conservation","Caregiver Wellness","tcoa"
"401","412","article","Communication Changes with Teepa Snow","Brain Health","caac"
"292","292","article","Reducing Social Isolation with Technology","Caregiver Wellness","tcoa"
"260","260","video","Challenging Situations in the Home","Dementia Expert","caac"
"323","323","article","Assert Yourself and Ask for Help!","Caregiver Wellness","tcoa"
"326","326","article","Caregiving Anger and Frustration","Caregiver Wellness","tcoa"
"322","322","article","Reframing Negative Thoughts","Caregiver Wellness","cobb"
"310","310","article","Effective Self-Care","Caregiver Wellness","tcoa"
"357","357","article","Wandering",NULL,"cobb"
"390","384","article","Creating a Good Routine","Intellectual and Developmental Disabilities: Create a Daily Routine","tcoa"
"391","385","article","Making Changes to your Routine","Intellectual and Developmental Disabilities: Create a Daily Routine","tcoa"
"329","329","article","Trauma-Informed Care","Grandparents Supporting Grandchildren","scadc"
"328","328","article","Creating a Stable Routine","Grandparents Supporting Grandchildren","scadc"
"330","330","article","Screen Time","Grandparents Supporting Grandchildren","scadc"
"349","349","article","Teepa Snow: Normal, Not Normal","Featured Content","scadc"
"348","348","audio","Calming Songs for Caregivers","Featured Content","scadc"
"347","347","article","Aging and Vision Loss","Featured Content","scadc"
"346","346","article","Aging and Hearing Loss","Featured Content","scadc"
"338","338","video","Gratitude for Wellness","Featured Content","scadc"
"345","345","article","Diabetes Family Management and Care Partnership","Diabetes Care","scadc"
"335","335","article","Brain Boost Exercises","Activities & Recreation","scadc"
"336","336","article","Balancing Work and Caregiving","Caregiver Wellness","scadc"
"375","362","elearn","Emergency Planning Workbook","Featured Content","scadc"
"293","293","article","Build Relationships with Reminiscence","Brain Health","scadc"
"378","360","article","Make Skin Care Easier and Promote Independence","UWCA Resources","uwca"
"197","197","article","Care Chat: Driving & Dementia","Dementia Expert","uwca"
"388","377","article","How to Help with Dressing","Intellectual and Developmental Disabilities: Care Tasks in the Bedroom","phoenix"
"370","358","story","One Fall Away",NULL,"wisconsin"
