"portal_user_id","age_range","gender","tags"
"sjgov-281","60+","female","[""Anger"", ""Bathing"", ""Power of Attorney""]"
"nekcoa-322","60+","Female","[""Activities"", ""Aging"", ""Agitation"", ""Anger"", ""Anxiety"", ""Bathing"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Driving"", ""Emotions"", ""Falls"", ""Fraud & Scams"", ""Hallucinations"", ""Hoarding"", ""Irritability"", ""Local Resources"", ""Loneliness"", ""Medications"", ""Mental Changes"", ""Oral Care"", ""Physical Changes"", ""Prescriptions"", ""Relationships"", ""Self-Care"", ""Stroke"", ""Toileting"", ""UTIs"", ""Wandering"", ""Withdrawing""]"
"hoco-364","46-60","Female","[""Abuse"", ""Aggression"", ""Agitation"", ""Anger"", ""Anxiety"", ""Dementia & Alzheimer's"", ""Driving"", ""Emotions"", ""Falls"", ""Fraud & Scams"", ""Future Planning"", ""Hallucinations"", ""Heart Health"", ""Hoarding"", ""Irritability"", ""Local Resources"", ""Loneliness"", ""Medications"", ""Mental Changes"", ""Moving & Transfers"", ""Physical Changes"", ""Power of Attorney"", ""Prescriptions"", ""Relationships"", ""Repetition"", ""Resisting Care"", ""Self-Care"", ""Skin"", ""Withdrawing""]"
"northcarolina-1106","46-60","female","[""Activities"", ""Aggression"", ""Aging"", ""Agitation"", ""Anger"", ""Anxiety"", ""Bathing"", ""Boredom"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Dressing"", ""Hallucinations"", ""Heart Health"", ""Hoarding"", ""Irritability"", ""Loneliness"", ""Medications"", ""Mobility"", ""Oral Care"", ""Repetition"", ""Resisting Care"", ""Stroke"", ""Wandering"", ""Withdrawing""]"
"newyork-893","60+","Female","[""Aging"", ""Stroke""]"
"kern-1068","46-60","Female","[""Activities"", ""Aging"", ""Bathing"", ""Bedsores"", ""Developmental Disabilities"", ""Diabetes"", ""Dressing"", ""Heart Health"", ""Lung Health"", ""Mealtime"", ""Medications"", ""Mental Changes"", ""Mobility"", ""Oral Care"", ""Pain"", ""Physical Changes"", ""Prescriptions"", ""Toileting""]"
"washington-504","60+","Female","[""Aging"", ""Anger"", ""Anxiety"", ""Dementia & Alzheimer's"", ""Emotions"", ""Falls"", ""Future Planning"", ""Heart Health"", ""Hoarding"", ""Irritability"", ""Local Resources"", ""Loneliness"", ""Medications"", ""Mental Changes"", ""Physical Changes"", ""Relationships"", ""Repetition"", ""Resisting Care"", ""Self-Care"", ""UTIs""]"
"newyork-894","60+","Male","[""Activities"", ""Aggression"", ""Agitation"", ""Anger"", ""Anxiety"", ""Dementia & Alzheimer's"", ""Irritability"", ""Mealtime"", ""Repetition"", ""Resisting Care""]"
"newyork-895","60+","Male","[""Activities"", ""Aging"", ""Doctors"", ""Hospitals"", ""Mealtime"", ""Medications"", ""Mental Changes"", ""Mobility"", ""Pain"", ""Physical Changes"", ""Prescriptions""]"
"northcarolina-1107","46-60","Female","[""Abuse"", ""Activities"", ""Aggression"", ""Aging"", ""Agitation"", ""Anger"", ""Anxiety"", ""Bathing"", ""Boredom"", ""Doctors"", ""Dressing"", ""Driving"", ""Emotions"", ""Falls"", ""Future Planning"", ""Hospice"", ""Hospitals"", ""Irritability"", ""Local Resources"", ""Loneliness"", ""Mealtime"", ""Medications"", ""Mental Changes"", ""Mobility"", ""Moving & Transfers"", ""Oral Care"", ""Pain"", ""Physical Changes"", ""Prescriptions"", ""Relationships"", ""Repetition"", ""Resisting Care"", ""Self-Care"", ""Skin"", ""Toileting"", ""Wandering"", ""Withdrawing"", ""Work""]"
"newyork-896","60+","Female","[""Activities"", ""Aging"", ""Medications"", ""Mobility"", ""Pain""]"
"wellwise-371","36-45","female","[""Anxiety"", ""Doctors"", ""Emotions"", ""Falls"", ""Future Planning"", ""Local Resources"", ""Mental Changes"", ""Mobility"", ""Pain"", ""Prescriptions"", ""Skin""]"
"newyork-897","46-60","Female","[""Activities"", ""Aging"", ""Diabetes"", ""Emotions"", ""Future Planning"", ""Heart Health"", ""Hoarding"", ""Hospitals"", ""Local Resources"", ""Mental Changes"", ""Physical Changes"", ""Power of Attorney"", ""Relationships"", ""Repetition"", ""Self-Care"", ""Stroke"", ""Work""]"
"jayhawk-316","60+","Female","[""Activities"", ""Anxiety"", ""Boredom"", ""Dementia & Alzheimer's"", ""Withdrawing""]"
"newyork-899","60+","male","[""Activities"", ""Mealtime"", ""Moving & Transfers"", ""Prescriptions"", ""Self-Care""]"
"newyork-900","46-60","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Future Planning"", ""Local Resources"", ""Mobility"", ""Power of Attorney""]"
"esmv-353","26-35","Female","[""Medications"", ""Mental Changes"", ""UTIs""]"
"kern-1070","36-45","Female","[""Activities"", ""Aggression"", ""Agitation"", ""Anxiety"", ""Bathing"", ""Boredom"", ""Developmental Disabilities"", ""Doctors"", ""Driving"", ""Emotions"", ""Falls"", ""Future Planning"", ""Heart Health"", ""Hoarding"", ""Hospitals"", ""Irritability"", ""Local Resources"", ""Loneliness"", ""Lung Health"", ""Medications"", ""Mental Changes"", ""Mobility"", ""Moving & Transfers"", ""Oral Care"", ""Pain"", ""Physical Changes"", ""Relationships"", ""Repetition"", ""Resisting Care"", ""Self-Care"", ""Skin"", ""Stroke"", ""Toileting"", ""UTIs"", ""Wandering"", ""Withdrawing""]"
"kansas-277","46-60","Female","[""Activities"", ""Aggression"", ""Agitation"", ""Anger"", ""Anxiety"", ""Bathing"", ""Boredom"", ""Dementia & Alzheimer's"", ""Hallucinations"", ""Irritability"", ""Loneliness"", ""Medications"", ""Repetition"", ""Resisting Care"", ""Withdrawing""]"
"northcarolina-1108","60+","female","[""Activities"", ""Aging"", ""Agitation"", ""Anxiety"", ""Bathing"", ""Boredom"", ""Diabetes"", ""Doctors"", ""Dressing"", ""Driving"", ""Emotions"", ""Falls"", ""Future Planning"", ""Irritability"", ""Local Resources"", ""Loneliness"", ""Mealtime"", ""Medications"", ""Mental Changes"", ""Mobility"", ""Moving & Transfers"", ""Pain"", ""Physical Changes"", ""Power of Attorney"", ""Prescriptions"", ""Relationships"", ""Repetition"", ""Self-Care"", ""Skin"", ""Toileting"", ""Withdrawing""]"
"aaanm-228","60+","Female","[""Activities"", ""Aggression"", ""Aging"", ""Agitation"", ""Anger"", ""Anxiety"", ""Bathing"", ""Boredom"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Dressing"", ""Hallucinations"", ""Heart Health"", ""Hoarding"", ""Irritability"", ""Loneliness"", ""Lung Health"", ""Mealtime"", ""Medications"", ""Mobility"", ""Oral Care"", ""Parkinson's"", ""Raising Grandchildren"", ""Repetition"", ""Resisting Care"", ""Stroke"", ""Toileting"", ""Wandering"", ""Withdrawing""]"
"tcoa-357","60+","Male","[""Aging"", ""Dementia & Alzheimer's""]"
"beas-295","60+","male","[""Activities"", ""Aging"", ""Bathing"", ""Hospice"", ""Hospitals"", ""Mobility"", ""Physical Changes"", ""Skin"", ""Toileting"", ""UTIs""]"
"coaaa-315","60+","Female","[""Agitation"", ""Anxiety"", ""Dementia & Alzheimer's"", ""Diabetes"", ""Dressing"", ""Hallucinations"", ""Heart Health"", ""Medications"", ""Resisting Care"", ""Wandering""]"
"newyork-903","60+","Male","[""Activities"", ""Aggression"", ""Aging"", ""Agitation"", ""Boredom"", ""Dementia & Alzheimer's"", ""Heart Health"", ""Loneliness"", ""Mobility"", ""Raising Grandchildren"", ""Stroke""]"
"dayton-687","36-45","Female","[""Activities"", ""Bathing"", ""Bedsores"", ""Developmental Disabilities"", ""Doctors"", ""Dressing"", ""Heart Health"", ""Hospitals"", ""Lung Health"", ""Medications"", ""Mental Changes"", ""Mobility"", ""Oral Care"", ""Pain"", ""Physical Changes"", ""Prescriptions"", ""Skin"", ""Stroke"", ""Toileting""]"
"newyork-904","60+","Male","[""Activities"", ""Aging"", ""Dementia & Alzheimer's"", ""Doctors"", ""Driving"", ""Falls"", ""Medications"", ""Prescriptions"", ""Toileting"", ""UTIs""]"
"demo-290","18-25","Male","[""Aggression"", ""Agitation"", ""Anxiety"", ""Bathing"", ""Dementia & Alzheimer's"", ""Diabetes"", ""Dressing"", ""Heart Health"", ""Hoarding"", ""Mealtime"", ""Medications"", ""Mobility"", ""Raising Grandchildren"", ""Repetition"", ""Resisting Care"", ""Stroke""]"
"newyork-906","60+","Female","[""Future Planning"", ""Hoarding"", ""Loneliness"", ""Medications""]"
"northcarolina-1110","46-60","Male","[""Aggression"", ""Agitation"", ""Anger"", ""Anxiety"", ""Boredom"", ""Dementia & Alzheimer's"", ""Future Planning"", ""Hallucinations"", ""Hoarding"", ""Irritability"", ""Local Resources"", ""Loneliness"", ""Power of Attorney"", ""Repetition"", ""Resisting Care"", ""Wandering"", ""Withdrawing""]"
"aaa7-250","46-60","Female","[""Abuse"", ""Activities"", ""Aggression"", ""Aging"", ""Agitation"", ""Anger"", ""Anxiety"", ""Bathing"", ""Bedsores"", ""Boredom"", ""Dementia & Alzheimer's"", ""Doctors"", ""Dressing"", ""Driving"", ""Emotions"", ""Falls"", ""Fraud & Scams"", ""Future Planning"", ""Hallucinations"", ""Hoarding"", ""Hospice"", ""Hospitals"", ""Irritability"", ""Local Resources"", ""Loneliness"", ""Mealtime"", ""Medications"", ""Mental Changes"", ""Mobility"", ""Moving & Transfers"", ""Oral Care"", ""Pain"", ""Parkinson's"", ""Physical Changes"", ""Power of Attorney"", ""Prescriptions"", ""Raising Grandchildren"", ""Relationships"", ""Repetition"", ""Resisting Care"", ""Self-Care"", ""Skin"", ""Toileting"", ""UTIs"", ""Wandering"", ""Withdrawing"", ""Work""]"
"aaa7-251","60+","Female","[""Aggression"", ""Agitation"", ""Anger"", ""Anxiety"", ""Boredom"", ""Hallucinations"", ""Hoarding"", ""Irritability"", ""Loneliness"", ""Repetition"", ""Resisting Care"", ""Wandering"", ""Withdrawing""]"
"aaa7-253","46-60","Female","[""Aging"", ""Boredom"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Emotions"", ""Falls"", ""Future Planning"", ""Heart Health"", ""Hospitals"", ""Local Resources"", ""Loneliness"", ""Lung Health"", ""Mental Changes"", ""Pain"", ""Parkinson's"", ""Power of Attorney"", ""Relationships"", ""Self-Care"", ""Stroke"", ""Work""]"
"ccsn-381","60+","male","[""Aging"", ""Agitation"", ""Anger"", ""Anxiety"", ""Dementia & Alzheimer's"", ""Doctors"", ""Emotions"", ""Local Resources"", ""Loneliness"", ""Self-Care""]"
"nekcoa-324","46-60","male","[""Aging""]"
"aaa7-255","46-60","Female","[""Aggression"", ""Aging"", ""Anxiety"", ""Boredom"", ""Dementia & Alzheimer's"", ""Diabetes"", ""Emotions"", ""Falls"", ""Fraud & Scams"", ""Hoarding"", ""Loneliness"", ""Mealtime"", ""Mental Changes"", ""Mobility"", ""Pain"", ""Prescriptions"", ""Self-Care"", ""UTIs"", ""Work""]"
"rivaaa-348","26-35","female","[""Activities"", ""Aging"", ""Anxiety"", ""Bedsores"", ""Developmental Disabilities"", ""Diabetes"", ""Future Planning"", ""Heart Health"", ""Hospice"", ""Lung Health"", ""Mealtime"", ""Medications"", ""Mental Changes"", ""Mobility"", ""Moving & Transfers"", ""Pain"", ""Physical Changes"", ""Raising Grandchildren"", ""Skin"", ""UTIs"", ""Work""]"
"kern-1074","26-35","Female","[""Aggression"", ""Aging"", ""Agitation"", ""Anger"", ""Anxiety"", ""Dementia & Alzheimer's"", ""Diabetes"", ""Heart Health"", ""Irritability"", ""Lung Health"", ""Resisting Care""]"
"kern-1077","46-60","NA","[""Activities""]"
"kern-1079","36-45","NA","[""Anxiety"", ""Developmental Disabilities"", ""Diabetes""]"
"dayton-688","60+","Female","[""Anxiety"", ""Dementia & Alzheimer's"", ""Diabetes"", ""Heart Health"", ""Irritability"", ""Withdrawing""]"
"kern-1080","36-45","female","[""Abuse"", ""Activities"", ""Aggression"", ""Aging"", ""Agitation"", ""Anger"", ""Anxiety"", ""Bathing"", ""Bedsores"", ""Boredom"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Doctors"", ""Dressing"", ""Driving"", ""Emotions"", ""Falls"", ""Fraud & Scams"", ""Future Planning"", ""Hallucinations"", ""Heart Health"", ""Hoarding"", ""Hospice"", ""Hospitals"", ""Irritability"", ""Local Resources"", ""Loneliness"", ""Lung Health"", ""Mealtime"", ""Medications"", ""Mental Changes"", ""Mobility"", ""Moving & Transfers"", ""Oral Care"", ""Pain"", ""Parkinson's"", ""Physical Changes"", ""Power of Attorney"", ""Prescriptions"", ""Raising Grandchildren"", ""Relationships"", ""Repetition"", ""Resisting Care"", ""Self-Care"", ""Skin"", ""Stroke"", ""Toileting"", ""UTIs"", ""Wandering"", ""Withdrawing"", ""Work""]"
"dayton-689","NA","Female","[""Activities"", ""Aggression"", ""Agitation"", ""Anger"", ""Anxiety"", ""Bathing"", ""Boredom"", ""Dementia & Alzheimer's"", ""Driving"", ""Emotions"", ""Falls"", ""Future Planning"", ""Irritability"", ""Loneliness"", ""Mealtime"", ""Medications"", ""Mobility"", ""Moving & Transfers"", ""Relationships"", ""Repetition"", ""Resisting Care"", ""Self-Care"", ""Withdrawing""]"
"aaa7-257","46-60","Female","[""Dementia & Alzheimer's""]"
"aaa7-258","60+","Female","[""Aging"", ""Boredom"", ""Dementia & Alzheimer's"", ""Diabetes"", ""Future Planning"", ""Hoarding"", ""Loneliness"", ""Mental Changes"", ""Power of Attorney"", ""Raising Grandchildren"", ""Relationships""]"
"tcoa-358","46-60","Female","[""Anxiety"", ""Dementia & Alzheimer's"", ""Emotions"", ""Loneliness"", ""Mental Changes""]"
"newyork-911","46-60","Female","[""Activities"", ""Aggression"", ""Agitation"", ""Anger"", ""Anxiety"", ""Dementia & Alzheimer's"", ""Irritability"", ""Loneliness"", ""Mealtime"", ""Medications"", ""Repetition"", ""Resisting Care""]"
"wisconsin-1151","46-60","Female","[""Activities"", ""Aggression"", ""Aging"", ""Agitation"", ""Anger"", ""Anxiety"", ""Bathing"", ""Boredom"", ""Dementia & Alzheimer's"", ""Dressing"", ""Hallucinations"", ""Hoarding"", ""Irritability"", ""Loneliness"", ""Mealtime"", ""Medications"", ""Mobility"", ""Oral Care"", ""Repetition"", ""Resisting Care"", ""Stroke"", ""Toileting"", ""Wandering"", ""Withdrawing""]"
"northcarolina-1112","36-45","female","[""Activities"", ""Aging"", ""Agitation"", ""Bathing"", ""Boredom"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Dressing"", ""Hallucinations"", ""Heart Health"", ""Irritability"", ""Loneliness"", ""Mealtime"", ""Medications"", ""Mobility"", ""Oral Care"", ""Resisting Care"", ""Stroke"", ""Toileting""]"
"newyork-912","46-60","Female","[""Activities"", ""Anxiety"", ""Bathing"", ""Bedsores"", ""Doctors"", ""Dressing"", ""Driving"", ""Emotions"", ""Falls"", ""Hospitals"", ""Irritability"", ""Mealtime"", ""Medications"", ""Mental Changes"", ""Mobility"", ""Moving & Transfers"", ""Oral Care"", ""Pain"", ""Physical Changes"", ""Prescriptions"", ""Raising Grandchildren"", ""Self-Care"", ""Skin"", ""Stroke"", ""Toileting""]"
"wisconsin-1152","46-60","Female","[""Anxiety"", ""Boredom"", ""Developmental Disabilities"", ""Dressing"", ""Emotions"", ""Falls"", ""Fraud & Scams"", ""Local Resources"", ""Loneliness"", ""Mental Changes"", ""Mobility"", ""Oral Care"", ""Relationships"", ""Repetition"", ""Self-Care"", ""Stroke""]"
"northcarolina-1113","60+","Female","[""Future Planning""]"
"dayton-690","46-60","Female","[""Activities"", ""Aging"", ""Agitation"", ""Anger"", ""Anxiety"", ""Dementia & Alzheimer's"", ""Hallucinations"", ""Hoarding"", ""Irritability"", ""Loneliness"", ""Mealtime"", ""Medications"", ""Repetition"", ""Resisting Care"", ""Wandering"", ""Withdrawing""]"
"kern-1089","26-35","Male","[""Activities"", ""Bathing"", ""Developmental Disabilities"", ""Dressing"", ""Mealtime"", ""Medications"", ""Mobility"", ""Oral Care"", ""Raising Grandchildren"", ""Toileting""]"
"northcarolina-1114","60+","Female","[""Aggression"", ""Anger"", ""Bathing"", ""Dementia & Alzheimer's"", ""Emotions"", ""Falls"", ""Hallucinations"", ""Heart Health"", ""Local Resources"", ""Medications"", ""Mental Changes"", ""Oral Care"", ""Physical Changes"", ""Resisting Care"", ""Toileting"", ""Wandering"", ""Withdrawing""]"
"sarpc-297","46-60","Male","[""Activities"", ""Aggression"", ""Aging"", ""Anxiety"", ""Bathing"", ""Boredom"", ""Dementia & Alzheimer's"", ""Diabetes"", ""Dressing"", ""Hallucinations"", ""Heart Health"", ""Mealtime"", ""Medications"", ""Mobility"", ""Oral Care"", ""Raising Grandchildren"", ""Repetition"", ""Resisting Care"", ""Stroke"", ""Toileting"", ""Wandering""]"
"kern-1090","46-60","female","[""Activities"", ""Agitation"", ""Anxiety"", ""Bathing"", ""Bedsores"", ""Boredom"", ""Dementia & Alzheimer's"", ""Diabetes"", ""Emotions"", ""Hospice"", ""Hospitals"", ""Irritability"", ""Local Resources"", ""Loneliness"", ""Mental Changes"", ""Pain"", ""Relationships"", ""Repetition"", ""Resisting Care"", ""Self-Care"", ""Skin"", ""UTIs"", ""Withdrawing""]"
"newyork-913","60+","Female","[""Activities"", ""Aging"", ""Dementia & Alzheimer's"", ""Emotions"", ""Falls"", ""Future Planning"", ""Irritability"", ""Local Resources"", ""Mealtime"", ""Mental Changes"", ""Mobility"", ""Power of Attorney"", ""Relationships"", ""Repetition"", ""Resisting Care"", ""Toileting"", ""UTIs""]"
"newyork-914","46-60","Female","[""Activities"", ""Aging"", ""Developmental Disabilities"", ""Diabetes"", ""Heart Health"", ""Lung Health"", ""Mealtime"", ""Mental Changes"", ""Pain"", ""Physical Changes""]"
"newyork-915","60+","Female","[""Activities"", ""Aging"", ""Bathing"", ""Doctors"", ""Dressing"", ""Mealtime"", ""Medications"", ""Mobility"", ""Oral Care"", ""Physical Changes"", ""Prescriptions"", ""Raising Grandchildren"", ""Skin"", ""Toileting"", ""UTIs""]"
"northcarolina-1115","60+","Female","[""Activities"", ""Aging"", ""Agitation"", ""Bathing"", ""Boredom"", ""Dementia & Alzheimer's"", ""Emotions"", ""Falls"", ""Fraud & Scams"", ""Irritability"", ""Local Resources"", ""Physical Changes"", ""Resisting Care"", ""Skin""]"
"newyork-916","60+","Female","[""Activities"", ""Aging"", ""Bathing"", ""Dementia & Alzheimer's"", ""Oral Care"", ""Parkinson's"", ""Resisting Care"", ""Toileting""]"
"hoco-367","46-60","male","[""Activities"", ""Aging"", ""Bathing"", ""Bedsores"", ""Diabetes"", ""Doctors"", ""Dressing"", ""Heart Health"", ""Hospitals"", ""Lung Health"", ""Mealtime"", ""Medications"", ""Mobility"", ""Oral Care"", ""Pain"", ""Physical Changes"", ""Prescriptions"", ""Raising Grandchildren"", ""Skin"", ""Toileting"", ""UTIs""]"
"kern-1092","18-25","Male","[""Activities"", ""Agitation"", ""Anger"", ""Bathing"", ""Developmental Disabilities"", ""Doctors"", ""Dressing"", ""Emotions"", ""Future Planning"", ""Mealtime"", ""Mental Changes"", ""Physical Changes"", ""Resisting Care"", ""Self-Care"", ""Skin"", ""Toileting"", ""Withdrawing""]"
"wisconsin-1153","46-60","female","[""Activities"", ""Bathing"", ""Developmental Disabilities"", ""Dressing"", ""Mealtime"", ""Mobility"", ""Oral Care"", ""Toileting""]"
"dayton-691","46-60","Female","[""Abuse"", ""Activities"", ""Aggression"", ""Aging"", ""Agitation"", ""Anger"", ""Anxiety"", ""Bathing"", ""Bedsores"", ""Boredom"", ""Dementia & Alzheimer's"", ""Diabetes"", ""Doctors"", ""Dressing"", ""Driving"", ""Emotions"", ""Falls"", ""Fraud & Scams"", ""Future Planning"", ""Hallucinations"", ""Heart Health"", ""Hoarding"", ""Hospice"", ""Hospitals"", ""Irritability"", ""Local Resources"", ""Loneliness"", ""Lung Health"", ""Mealtime"", ""Medications"", ""Mental Changes"", ""Mobility"", ""Moving & Transfers"", ""Oral Care"", ""Pain"", ""Parkinson's"", ""Physical Changes"", ""Power of Attorney"", ""Prescriptions"", ""Raising Grandchildren"", ""Relationships"", ""Repetition"", ""Resisting Care"", ""Self-Care"", ""Skin"", ""Stroke"", ""Toileting"", ""UTIs"", ""Wandering"", ""Withdrawing"", ""Work""]"
"wellwise-372","18-25","male","[""Activities"", ""Aging"", ""Anxiety"", ""Bathing"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Dressing"", ""Heart Health"", ""Lung Health"", ""Mealtime"", ""Medications"", ""Mobility"", ""Oral Care"", ""Parkinson's"", ""Raising Grandchildren"", ""Stroke"", ""Toileting""]"
"aaa7-262","18-25","female","[""Aging"", ""Anxiety"", ""Dementia & Alzheimer's"", ""Mental Illness""]"
"wisconsin-1154","60+","Female","[""Activities"", ""Aging"", ""Agitation"", ""Anxiety"", ""Boredom"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Loneliness"", ""Mobility""]"
"kern-1099","46-60","female","[""Abuse"", ""Aggression"", ""Aging"", ""Agitation"", ""Anger"", ""Anxiety"", ""Bedsores"", ""Boredom"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Falls"", ""Fraud & Scams"", ""Future Planning"", ""Hallucinations"", ""Heart Health"", ""Hoarding"", ""Irritability"", ""Loneliness"", ""Lung Health"", ""Mental Changes"", ""Moving & Transfers"", ""Pain"", ""Parkinson's"", ""Physical Changes"", ""Repetition"", ""Resisting Care"", ""Skin"", ""Stroke"", ""Wandering"", ""Withdrawing""]"
"kern-1100","36-45","Male","[""Activities"", ""Aggression"", ""Aging"", ""Agitation"", ""Anxiety"", ""Bathing"", ""Boredom"", ""Dressing"", ""Emotions"", ""Heart Health"", ""Hospitals"", ""Irritability"", ""Local Resources"", ""Loneliness"", ""Lung Health"", ""Mealtime"", ""Mobility"", ""Pain"", ""Physical Changes"", ""Prescriptions"", ""Self-Care"", ""Skin"", ""Toileting"", ""UTIs""]"
"jayhawk-317","60+","Female","[""Activities"", ""Aggression"", ""Aging"", ""Agitation"", ""Anger"", ""Anxiety"", ""Boredom"", ""Dementia & Alzheimer's"", ""Hallucinations"", ""Hoarding"", ""Irritability"", ""Loneliness"", ""Medications"", ""Mobility"", ""Repetition"", ""Resisting Care"", ""Stroke"", ""Wandering"", ""Withdrawing""]"
"aaa7-267","NA","Female","[""Aging"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Heart Health"", ""Lung Health"", ""Parkinson's"", ""Stroke""]"
"aaa7-268","60+","Female","[""Aggression"", ""Aging"", ""Agitation"", ""Anger"", ""Bathing"", ""Dementia & Alzheimer's"", ""Dressing"", ""Emotions"", ""Falls"", ""Future Planning"", ""Local Resources"", ""Mealtime"", ""Medications"", ""Mental Changes"", ""Mobility"", ""Physical Changes"", ""Prescriptions"", ""Relationships"", ""Resisting Care"", ""Skin"", ""Toileting"", ""UTIs"", ""Wandering"", ""Withdrawing""]"
"sjgov-282","60+","female","[""Activities"", ""Aggression"", ""Aging"", ""Agitation"", ""Anger"", ""Bathing"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Emotions"", ""Falls"", ""Fraud & Scams"", ""Irritability"", ""Loneliness"", ""Mealtime"", ""Medications"", ""Mobility"", ""Resisting Care"", ""Self-Care""]"
"kern-1102","36-45","Male","[""Aging"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Heart Health"", ""Lung Health"", ""Parkinson's"", ""Raising Grandchildren"", ""Stroke""]"
"aaa7-276","46-60","Female","[""Aging"", ""Anxiety"", ""Dementia & Alzheimer's"", ""Fraud & Scams"", ""Future Planning"", ""Heart Health"", ""Hoarding"", ""Local Resources""]"
"nekcoa-325","60+","Female","[""Activities"", ""Anxiety"", ""Bathing"", ""Boredom"", ""Dementia & Alzheimer's"", ""Dressing"", ""Mealtime"", ""Medications"", ""Mobility"", ""Repetition"", ""Toileting"", ""Wandering""]"
"northcarolina-1117","60+","Female","[""Activities"", ""Aging"", ""Bathing"", ""Dementia & Alzheimer's"", ""Diabetes"", ""Dressing"", ""Mealtime"", ""Medications"", ""Mobility"", ""Oral Care"", ""Raising Grandchildren"", ""Toileting""]"
"kern-1104","26-35","male","[""Activities"", ""Aging"", ""Diabetes"", ""Dressing"", ""Heart Health"", ""Medications"", ""Mobility"", ""Stroke""]"
"wisconsin-1155","60+","Female","[""Activities"", ""Bathing"", ""Boredom"", ""Dementia & Alzheimer's"", ""Toileting"", ""Wandering""]"
"hoco-368","46-60","Female","[""Aging"", ""Emotions"", ""Falls"", ""Future Planning"", ""Local Resources"", ""Lung Health"", ""Mobility"", ""Pain"", ""Relationships"", ""Self-Care""]"
"newyork-919","60+","Male","[""Activities"", ""Agitation"", ""Anger"", ""Bathing"", ""Dementia & Alzheimer's"", ""Dressing"", ""Mealtime"", ""Medications"", ""Mobility"", ""Oral Care"", ""Raising Grandchildren"", ""Toileting""]"
"newyork-920","46-60","female","[""Activities"", ""Aging"", ""Anxiety"", ""Dementia & Alzheimer's"", ""Developmental Disabilities"", ""Diabetes"", ""Heart Health"", ""Lung Health"", ""Parkinson's"", ""Stroke"", ""Withdrawing""]"
"newyork-921","NA","Female","[""Aging"", ""Developmental Disabilities"", ""Diabetes"", ""Heart Health""]"
"esmv-354","60+","Female","[""Bathing"", ""Care Skills"", ""Caregiver Burnout"", ""Dementia & Alzheimer's"", ""Dressing"", ""Falls"", ""Future Planning"", ""Local Resources"", ""Mobility"", ""Parkinson's"", ""Physical Changes"", ""Toileting""]"
"washington-509","60+","female","[""Activities"", ""Aging"", ""Agitation"", ""Anxiety"", ""Bathing"", ""Boredom"", ""Dementia & Alzheimer's"", ""Irritability"", ""Loneliness"", ""Mealtime"", ""Medications"", ""Repetition"", ""Withdrawing""]"
"kern-1106","46-60","Female","[""Activities"", ""Aging"", ""Bathing"", ""Developmental Disabilities"", ""Dressing"", ""Hospitals"", ""Mealtime"", ""Medications"", ""Mental Changes"", ""Physical Changes"", ""Prescriptions""]"
"northcarolina-1118","60+","Female","[""Aging"", ""Bathing"", ""Dressing"", ""Heart Health"", ""Mealtime"", ""Medications"", ""Mobility"", ""Toileting""]"
"newyork-923","26-35","Male","[""Bathing""]"
"minnesota-458","46-60","male","[""Anxiety"", ""Emotions"", ""Irritability"", ""Medications"", ""Moving & Transfers"", ""Resisting Care"", ""Toileting""]"
"newyork-924","60+","Female","[""Aggression"", ""Aging"", ""Agitation"", ""Anger"", ""Anxiety"", ""Dementia & Alzheimer's"", ""Irritability"", ""Loneliness"", ""Mealtime"", ""Parkinson's"", ""Resisting Care""]"
"newyork-926","46-60","Female","[""Activities"", ""Aging"", ""Anger"", ""Boredom"", ""Dementia & Alzheimer's"", ""Irritability"", ""Loneliness"", ""Mobility"", ""Withdrawing""]"
"beas-297","60+","male","[""Aging"", ""Physical Changes"", ""Toileting""]"
"wisconsin-1157","60+","Female","[""Aging"", ""Agitation"", ""Dementia & Alzheimer's"", ""Heart Health"", ""Mealtime"", ""Mobility"", ""Repetition"", ""Resisting Care"", ""Stroke""]"
"dayton-694","46-60","Female","[""Activities"", ""Aging"", ""Mobility"", ""Pain"", ""Physical Changes""]"
"newyork-1773","60+","female","[""Activities"", ""Aging"", ""Dementia & Alzheimer's"", ""Raising Grandchildren"", ""Withdrawing""]"
